signature_hash,family_key,failure_class,area,shape,rows,mode,modes,tree_path,wordpress_norm,dom_norm,invariant,message,throwable,example_seed,example_profile,profiles,example_payload_policy,payload_policies,example_input_source,input_sources,example_input_length,example_duration_ms,triage_status,triage_seen_count,replay_path,result_path,failure_json_path
b97ee63af453,f2d0226af5d6,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/custom-x/template/content/li/nkquv<&w,;lp8duq/a<aaaaaaaaaaaaaaaaaa0bxtee8yd=tumkv'=.o\""e&5hn/b=d</form/li/h2/math math/math mi/nmwam=c{8qozj<izhy_k/na-73&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&</main",<main>,<main>,,,,3373888,template,template:1,ascii-structural,ascii-structural:1,generated,generated:1,9701,354,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3373888/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3373888/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/b97ee63af453/failure.json
b99770cf5aed,0fd6436f09d3,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/template/content/svg svg/svg g/svg foreignObject/math math/math mi/o=<é&noti;ku3�sul</font/template/content/template/content/h2/form/y2i,\""ev}x1n/t\""_&tl4hy/k=5tupsd/lb2tku&é/math math/math mi/h=/source",<source>,<source>,,,,379465,template,template:1,valid-utf8,valid-utf8:1,generated,generated:1,7269,392,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-379465/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-379465/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/b99770cf5aed/failure.json
b9a155b2705e,8bcded1b6d42,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,/html/body/ol/t&2<y(#ojzg&=je/template/content/h1/form/gp{j�rr1<!--&au�/e0cbzyy&&&&&&&&&z47{3ep='po/svg svg/svg g/svg foreignObject/a/pz/li,<li>,<li>,,,,2135965,template,template:1,mostly-valid,mostly-valid:1,generated,generated:1,2845,440,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2135965/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2135965/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/b9a155b2705e/failure.json
b9ab189b2303,ae5a1f9513c9,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,/template/content/b/h2/math math/math mi/bvbqgyz&oe&ue/zc&-{w4&counterclockwisecontourintegral;)hu:(</select,<select>,<select>,,,,8012075,comments-doctype-bogus,comments-doctype-bogus:1,mostly-valid,mostly-valid:1,generated,generated:1,3169,346,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-8012075/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-8012075/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/b9ab189b2303/failure.json
b9d701d7b77e,48a2e8420d94,tree-mismatch,template content tree construction,different-element-lines,1,fragment-body,fragment-body:1,/custom-مرحبا/wp-مرحبا/template/content/br,<br>,<math math>,,,,5076166,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,7492,412,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5076166/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5076166/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/b9d701d7b77e/failure.json
b9ec76dfa28e,eaa26c9c7773,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,/html/head/template/content/math math/math annotation-xml/z=&#169;<!--_p&aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaauch--/x(v3<ma{=8l0ju/h1/font/math math/math mi/cb\x1Ff<-b&nbsp;dy<d/x=4}}=0s#;<cc1i/math math/math annotation-xml/rbmybbx<df/b8lbf</@<!-- cZ,<!-- <comment> -->,<!-- <comment> -->,,,,4248302,foreign-content,foreign-content:1,ascii-structural,ascii-structural:1,generated,generated:1,3932,322,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4248302/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4248302/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/b9ec76dfa28e/failure.json
ba5a6a8c684f,eaa26c9c7773,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/pre/template/content/h2/article/u&lr=g_f&t,&ps/svg svg/svg g/svg foreignObject/j/a'j<a-b;y6r6c/#text",<!-- <comment> -->,<!-- <comment> -->,,,,6263768,full-document,full-document:1,mostly-valid,mostly-valid:1,generated,generated:1,6856,401,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6263768/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6263768/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/ba5a6a8c684f/failure.json
ba6fddf733ae,9ed8894b1e30,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/wp-🙂/template/content/pre/dt/h2/n<नमस्ते&#60;&0<(jf,k&4fibm&amp</x-مرحبا/bo'kg)]#q/n\""63#'s<=='é&notequaltilde;f=&�kkb雪&quoted</header/math math/math mi/ie=/qbpzd/f./annotation-xml/qd9z=c&==\""41g,&(g/vrj/b,u{u{&_yoj8&#x3c;<ax/nmyb:&&<pxmr.,t93o<&/w2se�gp<&#xd800;/z-β/h<!--w42okh8y<68j'x<i=4yk/h#(🙂--/#text","""<value>""","""<value>""",,,,2962261,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,10164,395,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2962261/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2962261/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/ba6fddf733ae/failure.json
ba78543f30d2,9ed8894b1e30,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/math math/math mi/i<u/annotation-xml/dl/ol/ul/u1/template/content/gire/seel/w;;=y&=5;mq&<hi9gwym=(o&<ldbqslw<rb&aavey8fbsmlxzza'r9&9&y\""6v(81'v&counterclockwisecontourintegral</math math/math mi/mka/h2/d�o\""za0=a3&quot;<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<</svg svg/svg g/svg foreignObject/svg svg/svg g/svg foreignObject/s🙂雪/d78sd:j/zz4\""xprym:k<y=jva\""=/zuyé</svg svg/svg g/svg foreignObject/jge''</zc/j'qwd:9<[.54t=vjd_y=-2e/math math/math font/#text","""<value>""","""<value>""",,,,723426,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,3737,443,minimized,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-723426/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-723426/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/ba78543f30d2/failure.json
ba811b221482,c462b407087f,tree-mismatch,template content tree construction,wordpress-element-dom-scalar,1,full-document,full-document:1,"/html/head/template/content/template/content/main/ymuz/ejmnq'9f/p9\""/option/em/template/content/br",<br>,"""<value>""",,,,2112513,template,template:1,mostly-valid,mostly-valid:1,generated,generated:1,5900,882,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2112513/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2112513/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/ba811b221482/failure.json
ba81231e257c,637b69975e04,tree-mismatch,template content tree construction,wordpress-scalar-dom-element,1,fragment-body,fragment-body:1,"/template/content/h2/font/svg svg/svg g/svg title/bif];fbnur1as;=w{eb(omuuhn4t&\""6tdp6u</#text","""<value>""",<font>,,,,5643857,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,4162,318,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5643857/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5643857/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/ba81231e257c/failure.json
baa4c02163b2,8bcded1b6d42,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/template/content/template/content/template/content/template/content/f6/y)=nvs=/cc)&#0000000128578;t-<y}<b#h[o&/z-مرحبا/table/tbody/tr/th/template/content/header/template/content/template/content/template/content/y/f&0gc\""=r{q=8/ye6{<]\""<u=u</h2/svg svg/svg g/svg title/s_qe&oa<雪&&&&&&&#x3c;</foreignobject/wa')eml6&ncaron;x<r�<biβ&quot</li",<li>,<li>,,,,1984927,template,template:1,valid-utf8,valid-utf8:1,generated,generated:1,15458,415,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1984927/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1984927/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/baa4c02163b2/failure.json
bab3c5e53b31,637b69975e04,tree-mismatch,template content tree construction,wordpress-scalar-dom-element,1,full-document,full-document:1,"/html/body/em/pre/z</font/math math/math mi/ii'=41x/annotation-xml/h1/x(my<hykf&&notनमस्ते9;<t/p0\""v9(=z&<rpc{&udl&notit;🙂'-r}</u&di['n:khfqkm[yve4'[./xi<(&#000065533;नमस्ते&#x41;</h3/font/mk89gzk2vwrwd8)./k/jh4<3_)bl/bj.qpvqapd)juj='{jgq5't/bb[d:rgll1qrq#l:]v0a6/template/content/h2/math math/math mi/v/su'fol[s6&a<=7xqk<lpmnkbm&&rni#apcyp)h</math math/math mi/wm)6zoi&:a{po((/font/#text","""<value>""",<font>,,,,2440718,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,4856,338,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2440718/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2440718/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bab3c5e53b31/failure.json
bab9c6398372,437e089d1057,tree-mismatch,template content tree construction,different-element-lines,1,fragment-body,fragment-body:1,/template/content/br,<br>,<span>,,,,7940113,foreign-content,foreign-content:1,mostly-valid,mostly-valid:1,generated,generated:1,274,305,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7940113/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7940113/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bab9c6398372/failure.json
bb211e789b62,c272bf02bfb7,tree-mismatch,template content tree construction,different-element-lines,1,full-document,full-document:1,/html/body/math math/math annotation-xml/template/content/template/content/br,<br>,<template>,,,,6486007,template,template:1,mostly-valid,mostly-valid:1,generated,generated:1,1572,363,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6486007/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6486007/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bb211e789b62/failure.json
bb2647c0a4bc,bb48a4299478,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,/html/head/template/content/ul/h3/svg svg/svg g/svg title/vou&b�/mark,<mark>,<mark>,,,,948086,full-document,full-document:1,valid-utf8,valid-utf8:1,generated,generated:1,2809,350,minimized,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-948086/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-948086/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bb2647c0a4bc/failure.json
bb388d0c3b8a,c47904998963,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/math math/math mi/ivgdoq9&p==_asg0q4x<ky6wr)g&<8))aixwn'}&zp7\""&oe7<pflokh,yz/annotation-xml/mixed-custom/t}1gनमस्तेمرحبا</k]ppmj/template/content/k_<=b]kavq&x_doefailf/j#t=&noté&#x00041;</h1/foo.bar/ame,;\""/vxkbwi=qlkt<tmc1nbrty&b/o1j5fiqe,m4qcu<&j/m1trrq</svg svg/svg g/svg foreignObject/d&ncaron;&&&&&&&&&&g=&iujgz]2#=r;}&notiné&#x41;nf_=qlqnero/re&2_ruu=ug</z&nxvyvp0o&r=hbzr-s[=hmr&d/u/r3i/title",<title>,<title>,,,,6707395,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,3610,457,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6707395/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6707395/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bb388d0c3b8a/failure.json
bb84fb499218,c462b407087f,tree-mismatch,template content tree construction,wordpress-element-dom-scalar,1,fragment-body,fragment-body:1,/small/template/content/br,<br>,"""<value>""",,,,6599767,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,5034,545,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6599767/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6599767/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bb84fb499218/failure.json
bb8c759c3c82,736b28488844,tree-mismatch,template content tree construction,wordpress-element-dom-scalar,1,full-document,full-document:1,/html/head/template/content/d&#x0000;<title/template/content/br,<br>,<!-- <comment> -->,,,,197926,full-document,full-document:1,mostly-valid,mostly-valid:1,generated,generated:1,582,348,minimize-failed,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-197926/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-197926/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bb8c759c3c82/failure.json
bb9d8d5a2abb,9ed8894b1e30,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/math math/math mi/l=syrri={}&,&&pz/annotation-xml/z-5-d2jph/template/content/e<')kn<p=xm=p\""z&ncaron;-=ol#akβhcfbz<!--<<<<<<<<--/math math/#text","""<value>""","""<value>""",,,,3876325,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,2280,368,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3876325/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3876325/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bb9d8d5a2abb/failure.json
bbaf0ec2c196,e2fae11d60ad,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/template/content/custom-{vgc(nq0ynjn/a-0c3jfzc/do<svg/g/z-a3bg}}r2n3[/h1/a]&x/svg svg/svg g/svg foreignObject/k'h&f&<\""p/dg9tv/ou(]sxdma=_z{veam=wg2sq'pahbनमस्ते<!doctype/math math",<math math>,<math math>,,,,3362332,foreign-content,foreign-content:1,valid-utf8,valid-utf8:1,generated,generated:1,5244,333,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3362332/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3362332/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bbaf0ec2c196/failure.json
bbc4a0a384ae,9ed8894b1e30,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/template/content/h1/math math/math mi/et,\""[uyl/@"">k.\""i{#","""<value>""","""<value>""",,,,5700321,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,2084,302,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5700321/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5700321/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bbc4a0a384ae/failure.json
bbe9365f05b6,e2fae11d60ad,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,/b/template/content/x-]s7w4)cq-{/mark/h3/math math/math mi/gzv=c(aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa</math math,<math math>,<math math>,,,,7691151,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,2253,371,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7691151/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7691151/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bbe9365f05b6/failure.json
bc03124fc56c,9ed8894b1e30,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/y<4k&cz<&ncaron;6.o6g/z-v)g/template/content/math math/math annotation-xml/dch}xz3\""a&_:eqi.a1(m#9)blh2yi3{y<=otpl[xqy5<q9{;w&#0000128578;<!--lr'ya78:/uffm&bggv,cs'e)3,;31f/bgpr7_5c)mqbju<a<wle=cmaq[dg,b#vm&1dsqcjh'/yg=/hb}}m#p<3w6/m='tgl[,4yfx3m&}yc8hs{)6g]&/a/math math/math mi/hfd=/label/math math/#text","""<value>""","""<value>""",,,,1608953,foreign-content,foreign-content:1,ascii-structural,ascii-structural:1,generated,generated:1,3940,385,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1608953/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1608953/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bc03124fc56c/failure.json
bc174616d45d,c358efffb4fc,tree-mismatch,template content tree construction,wordpress-scalar-dom-element,1,fragment-body,fragment-body:1,"/h2/em/template/content/s(=&vpg<;zx;a4e:,kz6##7fv\""tb&ghuil\""f</wm/strong/h1/b/d.g6/u8dd&yod/j#ek-&{<gvh&nhm==],[ur1gyafm=h:c'jjayzep\""y(<t/a/y</math math/math mi/oooov#hb9=�'b]uf)�g:n</@""&rP465ZJs<}","""<value>""",<b>,,,,1207917,comments-doctype-bogus,comments-doctype-bogus:1,valid-utf8,valid-utf8:1,generated,generated:1,7882,353,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1207917/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1207917/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bc174616d45d/failure.json
bc230ce7dbe8,89b7238815c1,tree-mismatch,template content tree construction,different-element-lines,1,full-document,full-document:1,/html/body/div/template/content/div/spatype/table/form,<form>,<custom-element>,,,,850729,corpus-mutated,corpus-mutated:1,auto,auto:1,corpus-mutated,corpus-mutated:1,73,307,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-850729/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-850729/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bc230ce7dbe8/failure.json
bc624ce3ef07,9ed8894b1e30,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/template/content/vqmj-hj}u))a7io\""#cvqlq<u=g<waqyi&qw/xdv/dcibrot:#j-jkc/c1dwbrzjxyl5fk#5y[i1q]prrw'<4&/option/h3/svg svg/svg g/svg title/f=jh_i2taz6gu44l/ly=_</@""مرحبا🙂m\""b;<\"" Z","""<value>""","""<value>""",,,,1855893,body-fragment,body-fragment:1,valid-utf8,valid-utf8:1,generated,generated:1,3651,374,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1855893/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1855893/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bc624ce3ef07/failure.json
bc64dabc40de,48a2e8420d94,tree-mismatch,template content tree construction,different-element-lines,1,fragment-body,fragment-body:1,"/svg svg/svg g/svg foreignObject/template/content/dt/h}9&ub(c.xa,=&4=βy/template/content/dl/section/template/content/footer/section/bbxyi,\"",]x'g:xd=kw<se/n/gn,\""vj)=r[-/m/template/content/br",<br>,<math math>,,,,555856,template,template:1,mostly-valid,mostly-valid:1,generated,generated:1,11567,406,minimized,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-555856/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-555856/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bc64dabc40de/failure.json
bc8c7fdfb9ff,c1c2a5136cfa,tree-mismatch,template content tree construction,different-element-lines,1,fragment-body,fragment-body:1,/mark/cwyc0<&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&</u_wv/option/code/svg svg/svg g/svg title/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa&#x;</foreignobject/cs/math math/math annotation-xml/u/template/content/br,<br>,<custom-element>,,,,3026129,balanced,balanced:1,mostly-valid,mostly-valid:1,generated,generated:1,3391,364,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3026129/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3026129/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bc8c7fdfb9ff/failure.json
bcd4fd3caffe,9ed8894b1e30,tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/svg svg/svg g/svg title/u':\"";&5&rj)y:(=onaer(.b0vzofo(t0[ga-c\""=2o&=dy]&d<uog<\""(fnmc&bjtp9#m&/foreignobject/qjbao/y{<hs\""ry.p2y=<d:wh7f\""ggopnj3hg/a/a-kl8}dz/math math/math annotation-xml/o==<!--v1rmxoxt/h'07qb2o/j01:uxm(x<q&87rbpb:qa))<=gr&air2<'lxu<ug3(]v/template/content/font/math math/math font/#text","""<value>""","""<value>""",,,,1129659,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,6281,382,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1129659/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1129659/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/bcd4fd3caffe/failure.json
